,Cluster,Vmag,Brightness,B-V
0,m53,12.56,6.438580589481065e-07,0.85
40,m53,14.35,1.2381981077552535e-07,1.16
80,m53,14.95,7.12508641537669e-08,0.94
120,m53,15.38,4.7950168315570135e-08,0.83
160,m53,15.65,3.7392985057139944e-08,0.9
200,m53,15.83,3.168036203695864e-08,0.87
240,m53,15.98,2.7592441850817853e-08,0.84
280,m53,16.09,2.493389555720478e-08,0.8
320,m53,16.24,2.1716515186093065e-08,0.32
360,m53,16.39,1.89142940278153e-08,0.8
400,m53,16.5,1.709189184406418e-08,0.55
440,m53,16.59,1.573222452832041e-08,0.24
480,m53,16.7,1.4216416415497834e-08,0.51
520,m53,16.77,1.3328771905808164e-08,0.71
560,m53,16.82,1.2728878350817586e-08,0.75
600,m53,16.87,1.2155984453399548e-08,0.72
640,m53,16.9,1.1824700129320392e-08,0.7
680,m53,16.95,1.1292500955427677e-08,0.8
721,m53,16.98,1.0984748953890989e-08,0.75
762,m53,17.0,1.0784254690073403e-08,0.05
802,m53,17.03,1.0490353810272607e-08,0.34
842,m53,17.06,1.0204462545380816e-08,0.04
885,m53,17.09,9.926362611155201e-09,0.08
928,m53,17.12,9.655841672204678e-09,0.02
983,m53,17.18,9.136716214504506e-09,0.01
1053,m53,17.25,8.566237990783066e-09,0.71
1120,m53,17.36,7.74087645215111e-09,0.67
1186,m53,17.44,7.1910140282646945e-09,0.71
1233,m53,17.52,6.680210319120903e-09,0.68
1285,m53,17.59,6.263111393481961e-09,0.67
1330,m53,17.64,5.981224946201651e-09,0.62
1378,m53,17.72,5.556356926790978e-09,0.69
1420,m53,17.8,5.161668817940675e-09,0.72
1460,m53,17.86,4.884162850198522e-09,0.49
1501,m53,17.93,4.579205523984949e-09,0.52
1541,m53,18.0,4.29328912119341e-09,0.68
1582,m53,18.04,4.137996661815259e-09,0.71
1622,m53,18.09,3.9517561330150195e-09,0.56
1662,m53,18.15,3.739298505714002e-09,0.68
1702,m53,18.21,3.538263203546162e-09,0.63
1743,m53,18.27,3.348036129888564e-09,0.65
1783,m53,18.31,3.2269343941282716e-09,0.64
1823,m53,18.35,3.1102130263912544e-09,0.67
1863,m53,18.41,2.9429991453353726e-09,0.6
1903,m53,18.44,2.8627942482029616e-09,0.62
1943,m53,18.49,2.7339472823386476e-09,0.63
1983,m53,18.53,2.6350577397758606e-09,0.61
2023,m53,18.58,2.516460605224357e-09,0.63
2063,m53,18.62,2.425437768121573e-09,0.52
2103,m53,18.65,2.3593378553840607e-09,0.63
2143,m53,18.69,2.2739983015538874e-09,0.64
2183,m53,18.72,2.2120255347100843e-09,0.61
2223,m53,18.76,2.132014411350903e-09,0.15
2263,m53,18.79,2.073911099694078e-09,0.15
2303,m53,18.83,1.998895710301058e-09,0.65
2343,m53,18.87,1.9265937007856078e-09,0.47
2383,m53,18.9,1.874088673785395e-09,0.5
2423,m53,18.93,1.8230145545365952e-09,0.62
2463,m53,18.96,1.7733323468304718e-09,0.6
2503,m53,18.99,1.7250041172132334e-09,0.5
2543,m53,19.01,1.6935192437750926e-09,0.62
2583,m53,19.04,1.6473661427950917e-09,0.6
2623,m53,19.06,1.617298322089847e-09,0.62
2663,m53,19.09,1.573222452832041e-09,0.44
2703,m53,19.12,1.5303477733759536e-09,0.49
2743,m53,19.14,1.5024157786170558e-09,0.61
2783,m53,19.17,1.461470777608447e-09,0.59
2823,m53,19.18,1.4480719329817244e-09,0.82
2863,m53,19.2,1.4216416415497834e-09,0.33
2903,m53,19.23,1.3828979600232778e-09,0.65
2943,m53,19.25,1.3576572276593855e-09,0.47
2983,m53,19.27,1.3328771905808164e-09,0.58
3023,m53,19.29,1.3085494401509722e-09,0.39
3063,m53,19.31,1.284665721208169e-09,0.47
3103,m53,19.34,1.2496550137866777e-09,0.62
3143,m53,19.36,1.2268462392696836e-09,0.52
3183,m53,19.38,1.2044537718048156e-09,0.39
3224,m53,19.4,1.1824700129320393e-09,0.6
3264,m53,19.41,1.1716290626908274e-09,0.29
3304,m53,19.43,1.150244422279152e-09,0.47
3344,m53,19.45,1.1292500955427677e-09,0.52
3384,m53,19.47,1.108638958454233e-09,0.55
3424,m53,19.48,1.0984748953890988e-09,0.39
3464,m53,19.5,1.0784254690073403e-09,0.32
3504,m53,19.51,1.068538404878437e-09,0.56
3544,m53,19.52,1.0587419858983205e-09,0.31
3584,m53,19.54,1.0394177668445693e-09,0.55
3624,m53,19.55,1.0298883274787008e-09,0.34
3664,m53,19.56,1.0204462545380818e-09,0.25
3704,m53,19.57,1.0110907470425066e-09,0.52
3744,m53,19.58,1.001821011355209e-09,0.76
3784,m53,19.6,9.83535717172175e-10,0.44
3824,m53,19.61,9.745186075172102e-10,0.52
3864,m53,19.62,9.655841672204679e-10,0.57
3904,m53,19.63,9.567316383647205e-10,0.48
3944,m53,19.64,9.47960269981359e-10,0.52
3984,m53,19.65,9.39269317986706e-10,0.54
4024,m53,19.66,9.306580451188682e-10,0.2
4064,m53,19.67,9.221257208752283e-10,0.52
4104,m53,19.68,9.136716214504505e-10,0.51
4144,m53,19.69,9.052950296750757e-10,0.49
4184,m53,19.7,8.969952349547137e-10,0.36
4224,m53,19.71,8.887715332097231e-10,0.47
4264,m53,19.72,8.806232268155178e-10,0.43
4304,m53,19.73,8.725496245433634e-10,0.47
4344,m53,19.74,8.645500415017558e-10,0.4
4384,m53,19.75,8.566237990783067e-10,0.47
4424,m53,19.76,8.487702248821891e-10,0.44
4464,m53,19.76,8.487702248821891e-10,0.47
4504,m53,19.77,8.409886526870919e-10,0.47
4544,m53,19.78,8.332784223746987e-10,0.45
4585,m53,19.79,8.256388798787006e-10,0.47
4625,m53,19.8,8.180693771292983e-10,0.89
4665,m53,19.81,8.105692719982399e-10,0.38
4705,m53,19.82,8.031379282443283e-10,0.45
4745,m53,19.83,7.957747154594783e-10,0.37
4785,m53,19.84,7.884790090152028e-10,0.44
4825,m53,19.84,7.884790090152028e-10,0.49
4865,m53,19.85,7.81250190009653e-10,0.49
4905,m53,19.86,7.74087645215111e-10,0.45
4945,m53,19.87,7.669907670259504e-10,0.37
4985,m53,19.88,7.599589534071187e-10,0.41
5025,m53,19.89,7.529916078430468e-10,0.46
5065,m53,19.89,7.529916078430468e-10,0.36
5105,m53,19.9,7.46088139287059e-10,0.47
5145,m53,19.91,7.392479621112219e-10,0.48
5185,m53,19.91,7.392479621112219e-10,0.49
5225,m53,19.92,7.324704960566763e-10,0.41
5265,m53,19.93,7.257551661844075e-10,0.44
5305,m53,19.94,7.191014028264695e-10,0.47
5345,m53,19.95,7.12508641537669e-10,0.5
5385,m53,19.95,7.12508641537669e-10,0.41
5425,m53,19.96,7.059763230476716e-10,0.39
5465,m53,19.97,6.995038932135713e-10,0.43
5505,m53,19.98,6.930908029728635e-10,0.46
5545,m53,19.99,6.867365082968945e-10,0.44
5585,m53,20.0,6.804404701446795e-10,0.42
5625,m53,20.0,6.804404701446795e-10,0.38
5665,m53,20.01,6.742021544171999e-10,0.41
5705,m53,20.01,6.742021544171999e-10,0.4
5745,m53,20.02,6.680210319120902e-10,0.4
5785,m53,20.03,6.618965782787292e-10,0.43
5825,m53,20.04,6.558282739737819e-10,0.43
5865,m53,20.04,6.558282739737819e-10,0.39
5905,m53,20.05,6.498156042171085e-10,0.48
5945,m53,20.06,6.438580589481071e-10,0.42
5985,m53,20.06,6.438580589481071e-10,0.41
6025,m53,20.07,6.379551327824345e-10,0.4
6065,m53,20.08,6.321063249691441e-10,0.41
6105,m53,20.09,6.26311139348196e-10,0.38
6145,m53,20.09,6.26311139348196e-10,0.42
6185,m53,20.1,6.205690843083777e-10,0.39
6225,m53,20.11,6.148796727455944e-10,0.39
6265,m53,20.12,6.092424220215451e-10,0.4
6305,m53,20.12,6.092424220215451e-10,0.41
6345,m53,20.13,6.036568539227896e-10,0.38
6385,m53,20.13,6.036568539227896e-10,0.43
6425,m53,20.14,5.981224946201651e-10,0.42
6465,m53,20.15,5.926388746286139e-10,0.65
6505,m53,20.15,5.926388746286139e-10,0.41
6545,m53,20.16,5.8720552876733e-10,0.43
6585,m53,20.17,5.818219961203178e-10,0.37
6625,m53,20.17,5.818219961203178e-10,0.38
6665,m53,20.18,5.764878199972884e-10,0.41
6705,m53,20.19,5.712025478949044e-10,0.42
6745,m53,20.2,5.65965731458413e-10,0.41
6785,m53,20.2,5.65965731458413e-10,0.4
6825,m53,20.21,5.607769264435966e-10,0.37
6865,m53,20.22,5.556356926790978e-10,0.41
6905,m53,20.22,5.556356926790978e-10,0.43
6945,m53,20.23,5.5054159402907e-10,0.41
6985,m53,20.24,5.454941983561885e-10,0.38
7025,m53,20.24,5.454941983561885e-10,0.41
7065,m53,20.25,5.404930774849828e-10,0.44
7105,m53,20.25,5.404930774849828e-10,0.37
7145,m53,20.26,5.355378071655223e-10,0.42
7185,m53,20.27,5.306279670374229e-10,0.42
7225,m53,20.27,5.306279670374229e-10,0.37
7265,m53,20.28,5.257631405941845e-10,0.45
7305,m53,20.28,5.257631405941845e-10,0.44
7345,m53,20.29,5.20942915147867e-10,0.42
7385,m53,20.3,5.161668817940675e-10,0.37
7425,m53,20.3,5.161668817940675e-10,0.47
7465,m53,20.31,5.114346353772527e-10,0.43
7505,m53,20.31,5.114346353772527e-10,0.34
7545,m53,20.32,5.067457744563663e-10,0.38
7585,m53,20.33,5.020999012707936e-10,0.44
7625,m53,20.33,5.020999012707936e-10,0.42
7665,m53,20.34,4.974966217066065e-10,0.34
7705,m53,20.34,4.974966217066065e-10,0.37
7745,m53,20.35,4.929355452631379e-10,0.42
7785,m53,20.35,4.929355452631379e-10,0.36
7825,m53,20.36,4.884162850198523e-10,0.5
7865,m53,20.37,4.8393845760352e-10,0.41
7905,m53,20.37,4.8393845760352e-10,0.44
7945,m53,20.38,4.795016831557023e-10,0.58
7985,m53,20.39,4.751055853005197e-10,0.36
8025,m53,20.39,4.751055853005197e-10,0.38
8066,m53,20.4,4.707497911127311e-10,0.41
8106,m53,20.41,4.664339310860909e-10,0.42
8146,m53,20.41,4.664339310860909e-10,0.43
8186,m53,20.42,4.621576391020101e-10,0.42
8226,m53,20.42,4.621576391020101e-10,0.41
8266,m53,20.43,4.5792055239849495e-10,0.38
8306,m53,20.44,4.5372231153937067e-10,0.38
8346,m53,20.44,4.5372231153937067e-10,0.41
8386,m53,20.45,4.495625603837983e-10,0.41
8426,m53,20.45,4.495625603837983e-10,0.41
8466,m53,20.46,4.454409460560498e-10,0.39
8506,m53,20.46,4.454409460560498e-10,0.49
8547,m53,20.47,4.413571189155915e-10,0.45
8587,m53,20.48,4.3731073252740353e-10,0.43
8627,m53,20.48,4.3731073252740353e-10,0.39
8667,m53,20.49,4.333014436326086e-10,0.43
8707,m53,20.49,4.333014436326086e-10,0.38
8747,m53,20.5,4.2932891211934107e-10,0.44
8787,m53,20.5,4.2932891211934107e-10,0.48
8827,m53,20.5,4.2932891211934107e-10,0.45
8867,m53,20.51,4.253928009939023e-10,0.75
8907,m53,20.51,4.253928009939023e-10,0.42
8947,m53,20.52,4.214927763521707e-10,0.39
8987,m53,20.52,4.214927763521707e-10,0.38
9027,m53,20.53,4.176285073512732e-10,0.39
9067,m53,20.54,4.1379966618152583e-10,0.5
9107,m53,20.54,4.1379966618152583e-10,0.41
9148,m53,20.55,4.100059280386189e-10,0.4
9188,m53,20.55,4.100059280386189e-10,0.34
9228,m53,20.56,4.0624697109606923e-10,0.33
9268,m53,20.56,4.0624697109606923e-10,0.35
9308,m53,20.57,4.025224764779138e-10,0.38
9348,m53,20.57,4.025224764779138e-10,0.45
9388,m53,20.58,3.988321282316659e-10,0.36
9428,m53,20.59,3.9517561330150195e-10,0.4
9468,m53,20.59,3.9517561330150195e-10,0.4
9509,m53,20.6,3.91552621501719e-10,0.39
9549,m53,20.6,3.91552621501719e-10,0.46
9589,m53,20.61,3.879628454904111e-10,0.4
9629,m53,20.61,3.879628454904111e-10,0.46
9669,m53,20.62,3.844059807433951e-10,0.38
9709,m53,20.62,3.844059807433951e-10,0.42
9749,m53,20.62,3.844059807433951e-10,0.42
9789,m53,20.63,3.8088172552839115e-10,0.38
9829,m53,20.64,3.7738978087940867e-10,0.38
9869,m53,20.64,3.7738978087940867e-10,0.44
9909,m53,20.65,3.7392985057140026e-10,0.36
9949,m53,20.65,3.7392985057140026e-10,0.36
9990,m53,20.66,3.7050164109512207e-10,0.42
10030,m53,20.66,3.7050164109512207e-10,0.49
10070,m53,20.67,3.671048616322416e-10,0.38
10110,m53,20.67,3.671048616322416e-10,0.44
10151,m53,20.68,3.637392240306646e-10,0.45
10191,m53,20.68,3.637392240306646e-10,0.4
10231,m53,20.69,3.6040444278008915e-10,0.39
10271,m53,20.69,3.6040444278008915e-10,0.47
10311,m53,20.7,3.5710023498779025e-10,0.42
10351,m53,20.7,3.5710023498779025e-10,0.4
10391,m53,20.71,3.5382632035461616e-10,0.4
10431,m53,20.71,3.5382632035461616e-10,0.46
10471,m53,20.72,3.5058242115121613e-10,0.46
10511,m53,20.72,3.5058242115121613e-10,0.42
10551,m53,20.73,3.473682621944745e-10,0.42
10591,m53,20.73,3.473682621944745e-10,0.38
10631,m53,20.74,3.44183570824173e-10,0.4
10671,m53,20.74,3.44183570824173e-10,0.44
10711,m53,20.75,3.410280768798519e-10,0.42
10751,m53,20.75,3.410280768798519e-10,0.39
10791,m53,20.76,3.379015126779036e-10,0.42
10831,m53,20.76,3.379015126779036e-10,0.4
10871,m53,20.77,3.348036129888564e-10,0.4
10911,m53,20.77,3.348036129888564e-10,0.39
10951,m53,20.78,3.3173411501487305e-10,0.58
10991,m53,20.78,3.3173411501487305e-10,0.42
11031,m53,20.78,3.3173411501487305e-10,0.5
11071,m53,20.79,3.286927583674687e-10,0.38
11111,m53,20.79,3.286927583674687e-10,0.41
11151,m53,20.8,3.256792850454072e-10,0.37
11191,m53,20.8,3.256792850454072e-10,0.42
11231,m53,20.81,3.2269343941282716e-10,0.5
11271,m53,20.81,3.2269343941282716e-10,0.47
11311,m53,20.82,3.1973496817754766e-10,0.43
11351,m53,20.82,3.1973496817754766e-10,0.44
11391,m53,20.83,3.16803620369587e-10,0.42
11431,m53,20.83,3.16803620369587e-10,0.42
11471,m53,20.84,3.1389914731986824e-10,0.49
11511,m53,20.84,3.1389914731986824e-10,0.4
11551,m53,20.85,3.110213026391248e-10,0.43
11591,m53,20.85,3.110213026391248e-10,0.37
11631,m53,20.86,3.0816984219700643e-10,0.46
11671,m53,20.86,3.0816984219700643e-10,0.45
11711,m53,20.87,3.0534452410135806e-10,0.4
11751,m53,20.87,3.0534452410135806e-10,0.34
11791,m53,20.88,3.0254510867770546e-10,0.37
11831,m53,20.88,3.0254510867770546e-10,0.43
11871,m53,20.89,2.997713584489231e-10,0.53
11911,m53,20.89,2.997713584489231e-10,0.39
11951,m53,20.9,2.9702303811509436e-10,0.56
11991,m53,20.9,2.9702303811509436e-10,0.42
12031,m53,20.9,2.9702303811509436e-10,0.53
12071,m53,20.91,2.942999145335379e-10,0.42
12111,m53,20.91,2.942999145335379e-10,0.35
12151,m53,20.92,2.9160175669903913e-10,0.46
12191,m53,20.92,2.9160175669903913e-10,0.5
12231,m53,20.93,2.889283357242574e-10,0.43
12271,m53,20.93,2.889283357242574e-10,0.41
12311,m53,20.94,2.8627942482029676e-10,0.51
12351,m53,20.94,2.8627942482029676e-10,0.47
12391,m53,20.95,2.836547992774784e-10,0.42
12431,m53,20.95,2.836547992774784e-10,0.42
12471,m53,20.96,2.8105423644627006e-10,0.41
12511,m53,20.96,2.8105423644627006e-10,0.49
12551,m53,20.97,2.7847751571840977e-10,0.55
12591,m53,20.97,2.7847751571840977e-10,0.46
12631,m53,20.98,2.7592441850817905e-10,0.42
12671,m53,20.98,2.7592441850817905e-10,0.37
12711,m53,20.98,2.7592441850817905e-10,0.46
12751,m53,20.99,2.7339472823386527e-10,0.48
12791,m53,20.99,2.7339472823386527e-10,0.42
12831,m53,21.0,2.70888230299389e-10,0.48
12871,m53,21.0,2.70888230299389e-10,0.43
12911,m53,21.01,2.6840471207610434e-10,0.49
12951,m53,21.01,2.6840471207610434e-10,0.39
12991,m53,21.02,2.6594396288475e-10,0.4
13031,m53,21.02,2.6594396288475e-10,0.46
13071,m53,21.02,2.6594396288475e-10,0.41
13111,m53,21.03,2.6350577397758553e-10,0.41
13151,m53,21.03,2.6350577397758553e-10,0.46
13191,m53,21.04,2.610899385206859e-10,0.51
13231,m53,21.04,2.610899385206859e-10,0.5
13271,m53,21.05,2.586962515763846e-10,0.45
13311,m53,21.05,2.586962515763846e-10,0.44
13351,m53,21.06,2.563245100858981e-10,0.44
13391,m53,21.06,2.563245100858981e-10,0.48
13431,m53,21.07,2.5397451285209547e-10,0.34
13471,m53,21.07,2.5397451285209547e-10,0.58
13511,m53,21.08,2.5164606052243516e-10,0.46
13551,m53,21.08,2.5164606052243516e-10,0.37
13591,m53,21.08,2.5164606052243516e-10,0.47
13631,m53,21.09,2.493389555720478e-10,0.51
13671,m53,21.09,2.493389555720478e-10,0.43
13711,m53,21.1,2.470530022869827e-10,0.43
13751,m53,21.1,2.470530022869827e-10,0.55
13791,m53,21.11,2.4478800674760867e-10,0.48
13831,m53,21.11,2.4478800674760867e-10,0.5
13871,m53,21.12,2.425437768121573e-10,0.47
13911,m53,21.12,2.425437768121573e-10,0.44
13951,m53,21.13,2.403201221004279e-10,0.43
13991,m53,21.13,2.403201221004279e-10,0.42
14031,m53,21.14,2.3811685397763315e-10,0.44
14071,m53,21.14,2.3811685397763315e-10,0.41
14111,m53,21.15,2.359337855384056e-10,0.52
14151,m53,21.15,2.359337855384056e-10,0.48
14191,m53,21.15,2.359337855384056e-10,0.51
14231,m53,21.16,2.3377073159093225e-10,0.44
14271,m53,21.16,2.3377073159093225e-10,0.58
14311,m53,21.17,2.3162750864124736e-10,0.48
14351,m53,21.17,2.3162750864124736e-10,0.51
14391,m53,21.18,2.2950393487767367e-10,0.43
14431,m53,21.18,2.2950393487767367e-10,0.48
14471,m53,21.19,2.2739983015538916e-10,0.52
14511,m53,21.19,2.2739983015538916e-10,0.45
14551,m53,21.2,2.253150159811495e-10,0.6
14591,m53,21.2,2.253150159811495e-10,0.34
14631,m53,21.21,2.2324931549814624e-10,0.5
14671,m53,21.21,2.2324931549814624e-10,0.33
14711,m53,21.21,2.2324931549814624e-10,0.51
14751,m53,21.22,2.21202553471008e-10,0.48
14791,m53,21.23,2.1917455627092548e-10,0.48
14831,m53,21.23,2.1917455627092548e-10,0.35
14871,m53,21.23,2.1917455627092548e-10,0.44
14911,m53,21.24,2.171651518609311e-10,0.54
14951,m53,21.24,2.171651518609311e-10,0.37
14991,m53,21.25,2.1517416978129847e-10,0.33
15031,m53,21.25,2.1517416978129847e-10,0.43
15071,m53,21.25,2.1517416978129847e-10,0.56
15111,m53,21.26,2.1320144113509074e-10,0.44
15151,m53,21.26,2.1320144113509074e-10,0.63
15191,m53,21.27,2.112467985738235e-10,0.5
15231,m53,21.27,2.112467985738235e-10,0.52
15271,m53,21.28,2.0931007628327122e-10,0.54
15311,m53,21.28,2.0931007628327122e-10,0.47
15351,m53,21.28,2.0931007628327122e-10,0.49
15391,m53,21.29,2.0739110996940737e-10,0.41
15431,m53,21.29,2.0739110996940737e-10,0.42
15471,m53,21.3,2.0548973684445836e-10,0.52
15511,m53,21.3,2.0548973684445836e-10,0.42
15551,m53,21.31,2.0360579561309786e-10,0.55
15591,m53,21.31,2.0360579561309786e-10,0.55
15631,m53,21.32,2.0173912645876408e-10,0.78
15671,m53,21.32,2.0173912645876408e-10,0.47
15711,m53,21.33,1.9988957103010582e-10,0.39
15751,m53,21.33,1.9988957103010582e-10,0.56
15791,m53,21.33,1.9988957103010582e-10,0.44
15831,m53,21.34,1.9805697242754094e-10,0.6
15871,m53,21.34,1.9805697242754094e-10,0.56
15911,m53,21.35,1.9624117518995264e-10,0.4
15951,m53,21.35,1.9624117518995264e-10,0.44
15991,m53,21.36,1.9444202528150368e-10,0.46
16031,m53,21.36,1.9444202528150368e-10,0.47
16071,m53,21.36,1.9444202528150368e-10,0.41
16111,m53,21.37,1.926593700785612e-10,0.49
16151,m53,21.37,1.926593700785612e-10,0.48
16191,m53,21.38,1.908930583567564e-10,0.46
16231,m53,21.38,1.908930583567564e-10,0.43
16271,m53,21.38,1.908930583567564e-10,0.55
16311,m53,21.39,1.8914294027815297e-10,0.5
16351,m53,21.39,1.8914294027815297e-10,0.48
16391,m53,21.4,1.8740886737853907e-10,0.53
16431,m53,21.4,1.8740886737853907e-10,0.64
16471,m53,21.41,1.8569069255482883e-10,0.49
16511,m53,21.41,1.8569069255482883e-10,0.62
16551,m53,21.42,1.8398827005258542e-10,0.42
16591,m53,21.42,1.8398827005258542e-10,0.45
16631,m53,21.43,1.8230145545365914e-10,0.55
16671,m53,21.43,1.8230145545365914e-10,0.4
16711,m53,21.44,1.806301056639315e-10,0.53
16751,m53,21.44,1.806301056639315e-10,0.45
16791,m53,21.45,1.789740789011799e-10,0.45
16831,m53,21.45,1.789740789011799e-10,0.81
16871,m53,21.45,1.789740789011799e-10,0.53
16911,m53,21.46,1.7733323468304684e-10,0.36
16951,m53,21.47,1.7570743381512902e-10,0.41
16991,m53,21.47,1.7570743381512902e-10,0.68
17031,m53,21.47,1.7570743381512902e-10,0.48
17071,m53,21.48,1.740965383791621e-10,0.57
17111,m53,21.48,1.740965383791621e-10,0.51
17151,m53,21.49,1.7250041172132368e-10,0.41
17191,m53,21.49,1.7250041172132368e-10,0.55
17231,m53,21.5,1.7091891844064144e-10,0.47
17271,m53,21.5,1.7091891844064144e-10,0.43
17311,m53,21.5,1.7091891844064144e-10,0.52
17351,m53,21.51,1.693519243775096e-10,0.51
17391,m53,21.51,1.693519243775096e-10,0.37
17431,m53,21.52,1.6779929660230087e-10,0.47
17471,m53,21.52,1.6779929660230087e-10,0.39
17511,m53,21.52,1.6779929660230087e-10,0.56
17551,m53,21.53,1.6626090340409532e-10,0.49
17591,m53,21.53,1.6626090340409532e-10,0.54
17631,m53,21.54,1.6473661427950882e-10,0.41
17671,m53,21.54,1.6473661427950882e-10,0.6
17711,m53,21.54,1.6473661427950882e-10,0.59
17751,m53,21.55,1.6322629992161556e-10,0.45
17791,m53,21.55,1.6322629992161556e-10,0.51
17831,m53,21.56,1.6172983220898504e-10,0.48
17871,m53,21.56,1.6172983220898504e-10,0.59
17911,m53,21.57,1.6024708419480878e-10,0.65
17951,m53,21.57,1.6024708419480878e-10,0.44
17991,m53,21.57,1.6024708419480878e-10,0.43
18031,m53,21.58,1.5877793009613762e-10,0.6
18071,m53,21.58,1.5877793009613762e-10,0.45
18111,m53,21.59,1.5732224528320441e-10,0.45
18151,m53,21.59,1.5732224528320441e-10,0.63
18191,m53,21.6,1.5587990626885365e-10,0.66
18231,m53,21.6,1.5587990626885365e-10,0.47
18271,m53,21.61,1.5445079069807074e-10,0.47
18311,m53,21.61,1.5445079069807074e-10,0.44
18351,m53,21.61,1.5445079069807074e-10,0.55
18391,m53,21.62,1.530347773375957e-10,0.66
18431,m53,21.62,1.530347773375957e-10,0.43
18471,m53,21.63,1.5163174606564173e-10,0.42
18511,m53,21.63,1.5163174606564173e-10,0.47
18551,m53,21.64,1.5024157786170526e-10,0.41
18591,m53,21.65,1.4886415479647205e-10,0.52
18631,m53,21.65,1.4886415479647205e-10,0.6
18672,m53,21.66,1.4749936002180657e-10,0.69
18712,m53,21.66,1.4749936002180657e-10,0.48
18752,m53,21.66,1.4749936002180657e-10,0.48
18792,m53,21.67,1.461470777608444e-10,0.6
18832,m53,21.67,1.461470777608444e-10,0.49
18872,m53,21.68,1.4480719329817242e-10,0.46
18912,m53,21.68,1.4480719329817242e-10,0.46
18952,m53,21.69,1.4347959297009126e-10,0.61
18993,m53,21.69,1.4347959297009126e-10,0.71
19033,m53,21.69,1.4347959297009126e-10,0.32
19073,m53,21.7,1.4216416415497834e-10,0.4
19113,m53,21.7,1.4216416415497834e-10,0.45
19153,m53,21.71,1.4086079526373143e-10,0.41
19193,m53,21.71,1.4086079526373143e-10,0.6
19233,m53,21.72,1.395693757303051e-10,0.52
19273,m53,21.72,1.395693757303051e-10,0.51
19313,m53,21.73,1.3828979600232777e-10,0.57
19353,m53,21.73,1.3828979600232777e-10,0.47
19393,m53,21.73,1.3828979600232777e-10,0.46
19433,m53,21.74,1.370219475318109e-10,0.45
19473,m53,21.74,1.370219475318109e-10,0.93
19513,m53,21.75,1.3576572276593827e-10,0.46
19553,m53,21.75,1.3576572276593827e-10,0.41
19593,m53,21.76,1.3452101513794706e-10,0.46
19633,m53,21.76,1.3452101513794706e-10,0.66
19673,m53,21.76,1.3452101513794706e-10,0.49
19713,m53,21.77,1.332877190580819e-10,0.5
19753,m53,21.77,1.332877190580819e-10,0.61
19793,m53,21.78,1.320657299046394e-10,0.44
19833,m53,21.78,1.320657299046394e-10,0.6
19873,m53,21.79,1.3085494401509695e-10,0.43
19913,m53,21.79,1.3085494401509695e-10,0.38
19953,m53,21.8,1.2965525867731313e-10,0.63
19993,m53,21.8,1.2965525867731313e-10,0.53
20033,m53,21.81,1.2846657212081716e-10,0.55
20073,m53,21.81,1.2846657212081716e-10,0.62
20113,m53,21.82,1.2728878350817563e-10,0.51
20153,m53,21.82,1.2728878350817563e-10,0.56
20193,m53,21.83,1.2612179292644048e-10,0.48
20233,m53,21.83,1.2612179292644048e-10,0.44
20273,m53,21.83,1.2612179292644048e-10,0.63
20313,m53,21.84,1.2496550137866802e-10,0.44
20353,m53,21.84,1.2496550137866802e-10,0.63
20393,m53,21.85,1.2381981077552484e-10,0.56
20433,m53,21.85,1.2381981077552484e-10,0.71
20473,m53,21.85,1.2381981077552484e-10,0.53
20513,m53,21.86,1.226846239269681e-10,0.5
20553,m53,21.86,1.226846239269681e-10,0.37
20593,m53,21.87,1.215598445339957e-10,0.64
20633,m53,21.87,1.215598445339957e-10,0.48
20673,m53,21.88,1.2044537718048178e-10,0.62
20713,m53,21.88,1.2044537718048178e-10,0.49
20753,m53,21.89,1.1934112732507912e-10,0.5
20793,m53,21.89,1.1934112732507912e-10,0.56
20833,m53,21.9,1.1824700129320368e-10,0.47
20873,m53,21.9,1.1824700129320368e-10,0.57
20913,m53,21.91,1.1716290626908296e-10,0.67
20953,m53,21.91,1.1716290626908296e-10,0.51
20993,m53,21.92,1.1608875028788391e-10,0.55
21033,m53,21.92,1.1608875028788391e-10,0.38
21073,m53,21.93,1.1502444222791496e-10,0.51
21113,m53,21.93,1.1502444222791496e-10,0.49
21153,m53,21.94,1.1396989180289113e-10,0.55
21193,m53,21.94,1.1396989180289113e-10,0.8
21233,m53,21.94,1.1396989180289113e-10,0.52
21273,m53,21.95,1.12925009554277e-10,0.56
21313,m53,21.96,1.1188970684369809e-10,0.47
21353,m53,21.96,1.1188970684369809e-10,0.5
21393,m53,21.97,1.1086389584542332e-10,0.67
21433,m53,21.97,1.1086389584542332e-10,0.52
21473,m53,21.98,1.098474895389101e-10,0.31
21513,m53,21.99,1.0884040170142635e-10,0.55
21553,m53,21.99,1.0884040170142635e-10,0.56
21593,m53,22.0,1.0784254690073404e-10,0.58
21633,m53,22.0,1.0784254690073404e-10,0.87
21673,m53,22.01,1.0685384048784391e-10,0.46
21713,m53,22.01,1.0685384048784391e-10,0.55
21753,m53,22.02,1.0587419858983206e-10,0.55
21793,m53,22.02,1.0587419858983206e-10,0.73
21833,m53,22.03,1.0490353810272608e-10,0.61
21873,m53,22.04,1.0394177668445672e-10,0.55
21913,m53,22.05,1.0298883274787008e-10,0.45
21953,m53,22.05,1.0298883274787008e-10,0.74
21993,m53,22.06,1.0204462545380838e-10,0.77
22033,m53,22.06,1.0204462545380838e-10,0.48
